                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 1.7726,                 4.5559,                  1.362,                0.00087,                0.15301,                0.01066,                0.00585,                 1.7621,                 4.9606,                 1.3361,               0.000275,               0.000275,               0.000275
                      2,                 1.7266,                  3.791,                 1.3006,                0.00222,                 0.3329,                0.07312,                0.03978,                 1.7915,                   4.56,                 1.3121,             0.00028406,             0.00028406,             0.00028406
